ID,Street,HouseNumber,Box,Floor,City,PostalCode,Region,District,Province,PropertyType,PropertySubType,Price,SaleType,ConstructionYear,BedroomCount,LivingArea,KitchenType,Furnished,Fireplace,Terrace,TerraceArea,Garden,GardenArea,Facades,SwimmingPool,Condition,EPCScore,Latitude,Longitude,PropertyUrl,Property url
11035880,Place Capitaine Mostenne,45,,,On,6900,WALLONIE,Marche-en-Famenne,Luxembourg,HOUSE,HOUSE,210000,residential_sale,1850.0,3,172.0,SEMI_EQUIPPED,0.0,0,1.0,,1.0,1397.0,3.0,0.0,TO_BE_DONE_UP,G,50.1714031,5.2855385,,https://www.immoweb.be/en/classified/house/for-sale/on/6900/11035880
11150716,Vergoeienveld,3,,,Overijse,3090,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,VILLA,849000,residential_sale,1990.0,4,334.0,USA_INSTALLED,,1,1.0,35.0,1.0,875.0,4.0,0.0,AS_NEW,C,50.7637055,4.5363566,,https://www.immoweb.be/en/classified/villa/for-sale/overijse/3090/11150716
11156771,Avenue des Combattants,168,,,Genappe Bousval,1470,WALLONIE,Nivelles,Walloon Brabant,HOUSE,HOUSE,395000,residential_sale,2014.0,4,194.0,,0.0,0,1.0,46.0,1.0,306.0,3.0,0.0,AS_NEW,B,50.6182024,4.5156891,,https://www.immoweb.be/en/classified/house/for-sale/genappe-bousval/1470/11156771
11113337,Obberg,103,,,Wemmel,1780,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,EXCEPTIONAL_PROPERTY,1990000,residential_sale,1988.0,5,487.0,HYPER_EQUIPPED,0.0,0,1.0,,,4692.0,4.0,0.0,GOOD,B,50.9004583,4.3000102,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/wemmel/1780/11113337
11099422,Obberg,103,,,Wemmel,1780,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,EXCEPTIONAL_PROPERTY,1990000,residential_sale,1988.0,5,487.0,HYPER_EQUIPPED,0.0,0,1.0,,,4692.0,4.0,0.0,GOOD,B,50.9004583,4.3000102,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/wemmel/1780/11099422
11150716,Vergoeienveld,3,,,Overijse,3090,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,VILLA,849000,residential_sale,1990.0,4,334.0,USA_INSTALLED,,1,1.0,35.0,1.0,875.0,4.0,0.0,AS_NEW,C,50.7637055,4.5363566,,https://www.immoweb.be/en/classified/villa/for-sale/overijse/3090/11150716
11103493,Muisstraat,57,,,Haaltert,9450,FLANDERS,Aalst,East Flanders,HOUSE,HOUSE,359000,residential_sale,1953.0,3,288.0,SEMI_EQUIPPED,,0,1.0,,,2798.0,3.0,0.0,TO_RENOVATE,F,50.9050743,4.007974,,https://www.immoweb.be/en/classified/house/for-sale/haaltert/9450/11103493
11103448,Muisstraat,57,,,Haaltert,9450,FLANDERS,Aalst,East Flanders,HOUSE,HOUSE,359000,residential_sale,1953.0,3,288.0,SEMI_EQUIPPED,,0,1.0,,,2798.0,3.0,0.0,TO_RENOVATE,F,50.9050743,4.007974,,https://www.immoweb.be/en/classified/house/for-sale/haaltert/9450/11103448
11159158,Hollebeekstraat,11,,,Brakel,9660,FLANDERS,Oudenaarde,East Flanders,HOUSE,HOUSE,389000,residential_sale,2022.0,3,148.0,USA_HYPER_EQUIPPED,0.0,0,1.0,20.0,1.0,214.0,2.0,0.0,,A,50.7854956,3.7982763,,https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/11159158
11148073,Molenstraatje,23,,,Wetteren,9230,FLANDERS,Dendermonde,East Flanders,HOUSE,HOUSE,275000,residential_sale,1966.0,3,134.0,SEMI_EQUIPPED,,1,1.0,,1.0,480.0,3.0,,TO_BE_DONE_UP,F,51.010192,3.8805211,,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/11148073
11035880,Place Capitaine Mostenne,45,,,On,6900,WALLONIE,Marche-en-Famenne,Luxembourg,HOUSE,HOUSE,210000,residential_sale,1850.0,3,172.0,SEMI_EQUIPPED,0.0,0,1.0,,1.0,1397.0,3.0,0.0,TO_BE_DONE_UP,G,50.1714031,5.2855385,,https://www.immoweb.be/en/classified/house/for-sale/on/6900/11035880
11108163,Steenweg naar Oudegem,101,,,Gijzegem,9308,FLANDERS,Aalst,East Flanders,HOUSE,HOUSE,369000,residential_sale,1930.0,3,217.0,INSTALLED,0.0,0,1.0,,,2322.0,3.0,0.0,TO_BE_DONE_UP,F,50.98266,4.0496187,,https://www.immoweb.be/en/classified/house/for-sale/gijzegem/9308/11108163
11146097,Steenweg naar Oudegem,101,,,Gijzegem,9308,FLANDERS,Aalst,East Flanders,HOUSE,HOUSE,369000,residential_sale,1930.0,3,217.0,INSTALLED,0.0,0,1.0,,,2322.0,3.0,0.0,TO_BE_DONE_UP,F,50.98266,4.0496187,,https://www.immoweb.be/en/classified/house/for-sale/gijzegem/9308/11146097
11159167,Rue du Progr�s,26,,,Milmort,4041,WALLONIE,Li�ge,Li�ge,HOUSE,HOUSE,210000,residential_sale,,3,102.0,NOT_INSTALLED,0.0,0,,,1.0,681.0,3.0,0.0,TO_BE_DONE_UP,G,50.6909465,5.5838019,,https://www.immoweb.be/en/classified/house/for-sale/milmort/4041/11159167
10953009,Nieuwbaan,193,,,Merchtem,1785,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,HOUSE,695000,residential_sale,1996.0,3,217.0,INSTALLED,,1,1.0,,1.0,914.0,4.0,,AS_NEW,C,50.9887153,4.2143986,,https://www.immoweb.be/en/classified/house/for-sale/merchtem/1785/10953009
11060201,Boulevard Lambermont,132,,,Schaerbeek,1030,BRUSSELS,Brussels,Brussels,HOUSE,APARTMENT_BLOCK,745000,residential_sale,1911.0,4,380.0,,0.0,0,1.0,14.0,1.0,190.0,2.0,0.0,GOOD,F,50.8723109,4.3807566,,https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/11060201
11134672,Hollebeekstraat,11,,,Brakel,9660,FLANDERS,Oudenaarde,East Flanders,HOUSE,HOUSE,389000,residential_sale,2022.0,3,148.0,USA_HYPER_EQUIPPED,0.0,0,1.0,20.0,1.0,214.0,2.0,0.0,,A,50.7854956,3.7982763,,https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/11134672
11148281,Nederkouter,26a,,,Gent,9000,FLANDERS,Gent,East Flanders,HOUSE,MANOR_HOUSE,1750000,residential_sale,1850.0,2,453.0,,,0,1.0,38.0,1.0,469.0,,,GOOD,D,51.0481743,3.7213471,,https://www.immoweb.be/en/classified/manor-house/for-sale/gent/9000/11148281
11148073,Molenstraatje,23,,,Wetteren,9230,FLANDERS,Dendermonde,East Flanders,HOUSE,HOUSE,275000,residential_sale,1966.0,3,134.0,SEMI_EQUIPPED,,1,1.0,,1.0,480.0,3.0,,TO_BE_DONE_UP,F,51.010192,3.8805211,,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/11148073
11156771,Avenue des Combattants,168,,,Genappe Bousval,1470,WALLONIE,Nivelles,Walloon Brabant,HOUSE,HOUSE,395000,residential_sale,2014.0,4,194.0,,0.0,0,1.0,46.0,1.0,306.0,3.0,0.0,AS_NEW,B,50.6182024,4.5156891,,https://www.immoweb.be/en/classified/house/for-sale/genappe-bousval/1470/11156771
11021823,Boeregemstraat,12,,,Kruisem,9750,FLANDERS,Oudenaarde,East Flanders,HOUSE,VILLA,1175000,residential_sale,1927.0,5,430.0,,,0,,,,3145.0,4.0,,GOOD,D,50.9216837,3.587335,,https://www.immoweb.be/en/classified/villa/for-sale/kruisem/9750/11021823
11159167,Rue du Progr�s,26,,,Milmort,4041,WALLONIE,Li�ge,Li�ge,HOUSE,HOUSE,210000,residential_sale,,3,102.0,NOT_INSTALLED,0.0,0,,,1.0,681.0,3.0,0.0,TO_BE_DONE_UP,G,50.6909465,5.5838019,,https://www.immoweb.be/en/classified/house/for-sale/milmort/4041/11159167
11116139,Kapellestraat,151A,,,Zulte,9870,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,495000,residential_sale,2021.0,3,150.0,HYPER_EQUIPPED,,1,1.0,,,363.0,3.0,,AS_NEW,A+,50.9130572,3.4390835,,https://www.immoweb.be/en/classified/house/for-sale/zulte/9870/11116139
11116138,Kapellestraat,151A,,,Zulte,9870,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,495000,residential_sale,2021.0,3,150.0,HYPER_EQUIPPED,,1,1.0,,,363.0,3.0,,AS_NEW,A+,50.9130572,3.4390835,,https://www.immoweb.be/en/classified/house/for-sale/zulte/9870/11116138
11131899,Steenweg op Aalst,65,,,Hofstade,9308,FLANDERS,Aalst,East Flanders,HOUSE,HOUSE,469000,residential_sale,2007.0,3,181.0,INSTALLED,,1,,,1.0,365.0,3.0,,GOOD,B,50.9566529,4.0343913,,https://www.immoweb.be/en/classified/house/for-sale/hofstade/9308/11131899
11153839,Hoogkouter,1,,,Nazareth,9810,FLANDERS,Gent,East Flanders,HOUSE,TOWN_HOUSE,335600,residential_sale,2023.0,3,169.0,INSTALLED,0.0,0,,,,138.0,2.0,0.0,AS_NEW,,50.9542109,3.6350241,,https://www.immoweb.be/en/classified/town-house/for-sale/nazareth/9810/11153839
11137849,Route de Li�ge,x,,,Manhay,6960,WALLONIE,Marche-en-Famenne,Luxembourg,HOUSE,HOUSE,269000,residential_sale,2023.0,3,120.0,HYPER_EQUIPPED,0.0,0,1.0,,1.0,380.0,3.0,0.0,,A,50.3328384,5.6800846,,https://www.immoweb.be/en/classified/house/for-sale/manhay/6960/11137849
11137848,Route de Li�ge,x,,,Manhay,6960,WALLONIE,Marche-en-Famenne,Luxembourg,HOUSE,HOUSE,269000,residential_sale,2023.0,3,120.0,HYPER_EQUIPPED,0.0,0,1.0,,1.0,380.0,3.0,0.0,,A,50.3328384,5.6800846,,https://www.immoweb.be/en/classified/house/for-sale/manhay/6960/11137848
11145563,Nederkouter,26a,,,Gent,9000,FLANDERS,Gent,East Flanders,HOUSE,MANOR_HOUSE,1750000,residential_sale,1850.0,2,453.0,,,0,1.0,38.0,1.0,469.0,,,GOOD,D,51.0481743,3.7213471,,https://www.immoweb.be/en/classified/manor-house/for-sale/gent/9000/11145563
11152898,Driesstraat,61,,,Idegem,9506,FLANDERS,Aalst,East Flanders,HOUSE,HOUSE,175000,residential_sale,,2,103.0,INSTALLED,,0,,,,532.0,2.0,,GOOD,F,50.7986533,3.921116,,https://www.immoweb.be/en/classified/house/for-sale/idegem/9506/11152898
11152896,Driesstraat,61,,,Idegem,9506,FLANDERS,Aalst,East Flanders,HOUSE,HOUSE,175000,residential_sale,,2,103.0,INSTALLED,,0,,,,532.0,2.0,,GOOD,F,50.7986533,3.921116,,https://www.immoweb.be/en/classified/house/for-sale/idegem/9506/11152896
11151587,Nieuwbaan,193,,,Merchtem,1785,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,HOUSE,695000,residential_sale,1996.0,3,217.0,INSTALLED,,1,1.0,,1.0,914.0,4.0,,AS_NEW,C,50.9887153,4.2143986,,https://www.immoweb.be/en/classified/house/for-sale/merchtem/1785/11151587
10982412,,,,,Beersel,1650,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,HOUSE,425000,residential_sale,2023.0,3,135.0,USA_HYPER_EQUIPPED,0.0,0,1.0,36.0,,557.0,3.0,0.0,AS_NEW,A,,,,https://www.immoweb.be/en/classified/house/for-sale/beersel/1650/10982412
10982411,,,,,Beersel,1650,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,HOUSE,425000,residential_sale,2023.0,3,135.0,USA_HYPER_EQUIPPED,0.0,0,1.0,36.0,,557.0,3.0,0.0,AS_NEW,A,,,,https://www.immoweb.be/en/classified/house/for-sale/beersel/1650/10982411
11132108,Koninklijkelaan,10,,,BERCHEM,2600,FLANDERS,Antwerp,Antwerp,HOUSE,MIXED_USE_BUILDING,750000,residential_sale,,4,354.0,INSTALLED,,0,1.0,35.0,1.0,240.0,2.0,,TO_BE_DONE_UP,D,51.1890177,4.4250265,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/berchem/2600/11132108
11132107,Koninklijkelaan,10,,,BERCHEM,2600,FLANDERS,Antwerp,Antwerp,HOUSE,MIXED_USE_BUILDING,750000,residential_sale,,4,354.0,INSTALLED,,0,1.0,35.0,1.0,240.0,2.0,,TO_BE_DONE_UP,D,51.1890177,4.4250265,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/berchem/2600/11132107
11153840,Hoogkouter,1,,,Nazareth,9810,FLANDERS,Gent,East Flanders,HOUSE,TOWN_HOUSE,335600,residential_sale,2023.0,3,169.0,INSTALLED,0.0,0,,,,138.0,2.0,0.0,AS_NEW,,50.9542109,3.6350241,,https://www.immoweb.be/en/classified/town-house/for-sale/nazareth/9810/11153840
11041187,Fochlaan,24,,,Knokke-Zoute,8300,FLANDERS,Brugge,West Flanders,HOUSE,HOUSE,4495000,residential_sale,1928.0,6,289.0,HYPER_EQUIPPED,,0,,,,900.0,3.0,,GOOD,D,51.3526326,3.3020986,,https://www.immoweb.be/en/classified/house/for-sale/knokke-zoute/8300/11041187
11147304,Fochlaan,24,,,Knokke-Zoute,8300,FLANDERS,Brugge,West Flanders,HOUSE,HOUSE,4495000,residential_sale,1928.0,6,289.0,HYPER_EQUIPPED,,0,,,,900.0,3.0,,GOOD,D,51.3526326,3.3020986,,https://www.immoweb.be/en/classified/house/for-sale/knokke-zoute/8300/11147304
10877313,Spermaliestraat,175,1,,Middelkerke,8430,FLANDERS,Oostend,West Flanders,HOUSE,HOUSE,380000,residential_sale,2023.0,3,153.0,HYPER_EQUIPPED,,0,,,,332.0,,,GOOD,,51.1755909,2.8302828,,https://www.immoweb.be/en/classified/house/for-sale/middelkerke/8430/10877313
10877314,Spermaliestraat,175,4,,Middelkerke,8430,FLANDERS,Oostend,West Flanders,HOUSE,HOUSE,390000,residential_sale,2023.0,3,156.0,HYPER_EQUIPPED,,0,,,,337.0,,,GOOD,,51.1755909,2.8302828,,https://www.immoweb.be/en/classified/house/for-sale/middelkerke/8430/10877314
10871232,Brusselsesteenweg,4,,,Gent,9000,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,520500,residential_sale,2021.0,4,145.0,,,0,1.0,23.0,,168.0,,,GOOD,,51.0408152,3.7410737,,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10871232
10847531,Brusselsesteenweg,4,,,Gent,9000,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,520500,residential_sale,2021.0,4,145.0,,,0,1.0,23.0,,168.0,,,GOOD,,51.0408152,3.7410737,,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10847531
10191242,Brusselsesteenweg,4,,,Gent,9000,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,520500,residential_sale,2021.0,4,145.0,,,0,1.0,23.0,,168.0,,,GOOD,,51.0408152,3.7410737,,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10191242
10871231,Brusselsesteenweg,4,,,Gent,9000,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,540000,residential_sale,2021.0,4,152.0,,,0,1.0,23.0,,175.0,,,GOOD,,51.0408152,3.7410737,,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10871231
10310834,Brusselsesteenweg,4,,,Gent,9000,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,540000,residential_sale,2021.0,4,152.0,,,0,1.0,23.0,,175.0,,,GOOD,,51.0408152,3.7410737,,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10310834
10871230,Brusselsesteenweg,4,,,Gent,9000,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,560000,residential_sale,2021.0,4,152.0,,,0,1.0,23.0,,175.0,,,GOOD,,51.0408152,3.7410737,,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10871230
10776503,Brusselsesteenweg,4,,,Gent,9000,FLANDERS,Gent,East Flanders,HOUSE,HOUSE,560000,residential_sale,2021.0,4,152.0,,,0,1.0,23.0,,175.0,,,GOOD,,51.0408152,3.7410737,,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10776503
11119267,Gemeentestraat,15,D,,Geraardsbergen,9500,FLANDERS,Aalst,East Flanders,HOUSE,HOUSE,385000,residential_sale,2021.0,3,161.0,INSTALLED,,0,,,,315.0,3.0,,GOOD,A,50.7704207,3.8660642,,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/11119267
10759467,Kwalenhoekstraat,35,,,Nieuwerkerken,9320,FLANDERS,Aalst,East Flanders,HOUSE,HOUSE,353000,residential_sale,1967.0,4,,INSTALLED,,0,,,,711.0,3.0,,GOOD,D,50.9206357,3.9849296,,https://www.immoweb.be/en/classified/house/for-sale/nieuwerkerken/9320/10759467
10759466,Kwalenhoekstraat,35,,,Nieuwerkerken,9320,FLANDERS,Aalst,East Flanders,HOUSE,HOUSE,353000,residential_sale,1967.0,4,,INSTALLED,,0,,,,711.0,3.0,,GOOD,D,50.9206357,3.9849296,,https://www.immoweb.be/en/classified/house/for-sale/nieuwerkerken/9320/10759466
11147301,Niki De Saint Phallestraat,8,,,Knokke-Heist,8300,FLANDERS,Brugge,West Flanders,HOUSE,HOUSE,5295000,residential_sale,2020.0,6,404.0,HYPER_EQUIPPED,,0,,,,561.0,4.0,,,A,51.337082,3.2799732,,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/11147301
10954974,Smokkelpotstraat,56,,,Marke,8510,FLANDERS,Kortrijk,West Flanders,HOUSE,VILLA,1495000,residential_sale,1982.0,4,700.0,INSTALLED,,0,,,,7999.0,4.0,,GOOD,E,50.7880003,3.2442326,,https://www.immoweb.be/en/classified/villa/for-sale/marke/8510/10954974
10915968,Smokkelpotstraat,56,,,Marke,8510,FLANDERS,Kortrijk,West Flanders,HOUSE,VILLA,1495000,residential_sale,1982.0,4,700.0,INSTALLED,,0,,,,7999.0,4.0,,GOOD,E,50.7880003,3.2442326,,https://www.immoweb.be/en/classified/villa/for-sale/marke/8510/10915968
11151741,Beustereind,134,,,Forest,2430,FLANDERS,Turnhout,Antwerp,HOUSE,HOUSE,397660,residential_sale,2022.0,3,201.0,,,1,1.0,,1.0,505.0,3.0,,,,51.0858412,5.0467763,,https://www.immoweb.be/en/classified/house/for-sale/forest/2430/11151741
11158418,,,,,Oostduinkerke,8670,FLANDERS,Veurne,West Flanders,HOUSE,VILLA,682000,residential_sale,1973.0,3,,,,0,,,,566.0,,,GOOD,D,,,,https://www.immoweb.be/en/classified/villa/for-sale/oostduinkerke/8670/11158418
10877316,Spermaliestraat,175,1,,Middelkerke,8430,FLANDERS,Oostend,West Flanders,HOUSE,HOUSE,380000,residential_sale,2023.0,3,153.0,HYPER_EQUIPPED,,0,,,,332.0,,,GOOD,,51.1755909,2.8302828,,https://www.immoweb.be/en/classified/house/for-sale/middelkerke/8430/10877316
10877315,Spermaliestraat,175,4,,Middelkerke,8430,FLANDERS,Oostend,West Flanders,HOUSE,HOUSE,390000,residential_sale,2023.0,3,156.0,HYPER_EQUIPPED,,0,,,,337.0,,,GOOD,,51.1755909,2.8302828,,https://www.immoweb.be/en/classified/house/for-sale/middelkerke/8430/10877315
11125281,,,,,Asse,1730,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,VILLA,765000,residential_sale,1950.0,4,212.0,SEMI_EQUIPPED,,1,,,1.0,5668.0,4.0,1.0,TO_BE_DONE_UP,F,,,,https://www.immoweb.be/en/classified/villa/for-sale/asse/1730/11125281
11076057,,,,,Asse,1730,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,VILLA,765000,residential_sale,1950.0,4,212.0,SEMI_EQUIPPED,,1,,,1.0,5668.0,4.0,1.0,TO_BE_DONE_UP,F,,,,https://www.immoweb.be/en/classified/villa/for-sale/asse/1730/11076057
10695348,Rue saussette,22,,,Blaugies,7370,WALLONIE,Mons,Hainaut,HOUSE,VILLA,460000,residential_sale,1997.0,4,193.0,INSTALLED,,0,1.0,91.0,1.0,1330.0,4.0,1.0,AS_NEW,D,50.3734265,3.8138882,,https://www.immoweb.be/en/classified/villa/for-sale/blaugies/7370/10695348
10683883,Rue saussette,22,,,Blaugies,7370,WALLONIE,Mons,Hainaut,HOUSE,VILLA,460000,residential_sale,1997.0,4,193.0,INSTALLED,,0,1.0,91.0,1.0,1330.0,4.0,1.0,AS_NEW,D,50.3734265,3.8138882,,https://www.immoweb.be/en/classified/villa/for-sale/blaugies/7370/10683883
11151740,Meerlaarstraat,135,,,Forest,2430,FLANDERS,Turnhout,Antwerp,HOUSE,HOUSE,380600,residential_sale,2022.0,3,209.0,INSTALLED,,1,,,1.0,0.0,3.0,,,,51.0866558,5.072334,,https://www.immoweb.be/en/classified/house/for-sale/forest/2430/11151740
10993120,Dorpsstraat,8+,,,De Haan,8420,FLANDERS,Oostend,West Flanders,HOUSE,HOUSE,895000,residential_sale,2000.0,2,715.0,,,0,,,,885.0,,,GOOD,A,51.2398018,3.026273,,https://www.immoweb.be/en/classified/house/for-sale/de-haan/8420/10993120
10734249,Dorpsstraat,8+,,,De Haan,8420,FLANDERS,Oostend,West Flanders,HOUSE,HOUSE,895000,residential_sale,2000.0,2,715.0,,,0,,,,885.0,,,GOOD,A,51.2398018,3.026273,,https://www.immoweb.be/en/classified/house/for-sale/de-haan/8420/10734249
11152904,Nieuwstraat,47,,,Ninove,9400,FLANDERS,Aalst,East Flanders,HOUSE,HOUSE,249000,residential_sale,,2,169.0,INSTALLED,,0,,,,0.0,2.0,,TO_RENOVATE,F,50.8254524,4.043086,,https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/11152904
11125349,Koning Leopoldlaan,84,,,Lommel,3920,FLANDERS,Maaseik,Limburg,HOUSE,EXCEPTIONAL_PROPERTY,649000,residential_sale,1967.0,4,362.0,,,0,,,,1113.0,,,GOOD,B,51.229545,5.3241779,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/lommel/3920/11125349
11155937,Koning Leopoldlaan,84,,,Lommel,3920,FLANDERS,Maaseik,Limburg,HOUSE,EXCEPTIONAL_PROPERTY,649000,residential_sale,1967.0,4,362.0,,,0,,,,1113.0,,,GOOD,B,51.229545,5.3241779,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/lommel/3920/11155937
11155342,Molenschaarde,1,,,Knokke-Zoute,8300,FLANDERS,Brugge,West Flanders,HOUSE,HOUSE,3950000,residential_sale,2016.0,4,344.0,HYPER_EQUIPPED,,0,,,,500.0,3.0,,,B,51.3503957,3.2974301,,https://www.immoweb.be/en/classified/house/for-sale/knokke-zoute/8300/11155342
11132725,Meregrachtstraat,70,,,Liedekerke,1770,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,VILLA,895000,residential_sale,1983.0,5,448.0,INSTALLED,,1,1.0,,1.0,1051.0,4.0,1.0,GOOD,B,50.8720606,4.0932563,,https://www.immoweb.be/en/classified/villa/for-sale/liedekerke/1770/11132725
11020819,Kortenbosdries,22,a,,Aalst,9310,FLANDERS,Aalst,East Flanders,HOUSE,EXCEPTIONAL_PROPERTY,1430000,residential_sale,2010.0,3,310.0,HYPER_EQUIPPED,0.0,0,1.0,,,4289.0,4.0,1.0,AS_NEW,C,50.9540619,4.1012642,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/aalst/9310/11020819
11067310,Zeilstraat,49, 001,,ANTWERPEN,2060,FLANDERS,Antwerp,Antwerp,HOUSE,MIXED_USE_BUILDING,159000,residential_sale,1918.0,0,67.0,SEMI_EQUIPPED,,0,1.0,10.0,1.0,73.0,3.0,,JUST_RENOVATED,B,51.2249059,4.4386293,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen/2060/11067310
11051902,Zeilstraat,49, 001,,ANTWERPEN,2060,FLANDERS,Antwerp,Antwerp,HOUSE,MIXED_USE_BUILDING,159000,residential_sale,1918.0,0,67.0,SEMI_EQUIPPED,,0,1.0,10.0,1.0,73.0,3.0,,JUST_RENOVATED,B,51.2249059,4.4386293,,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen/2060/11051902
11083402,Kuiermansstraat,102,,,Kapelle-op-den-Bos,1880,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,BUNGALOW,399800,residential_sale,1976.0,3,150.0,INSTALLED,,1,,,,622.0,4.0,,GOOD,D,51.0016198,4.3609763,,https://www.immoweb.be/en/classified/bungalow/for-sale/kapelle-op-den-bos/1880/11083402
11073785,Kuiermansstraat,102,,,Kapelle-op-den-Bos,1880,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,BUNGALOW,399800,residential_sale,1976.0,3,150.0,INSTALLED,,1,,,,622.0,4.0,,GOOD,D,51.0016198,4.3609763,,https://www.immoweb.be/en/classified/bungalow/for-sale/kapelle-op-den-bos/1880/11073785
10930922,,,,,Lasne,1380,WALLONIE,Nivelles,Walloon Brabant,HOUSE,EXCEPTIONAL_PROPERTY,1499000,residential_sale,1988.0,6,480.0,USA_HYPER_EQUIPPED,0.0,0,1.0,120.0,1.0,6719.0,4.0,1.0,AS_NEW,B,,,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/lasne/1380/10930922
10887315,,,,,Lasne,1380,WALLONIE,Nivelles,Walloon Brabant,HOUSE,EXCEPTIONAL_PROPERTY,1499000,residential_sale,1988.0,6,480.0,USA_HYPER_EQUIPPED,0.0,0,1.0,120.0,1.0,6719.0,4.0,1.0,AS_NEW,B,,,,https://www.immoweb.be/en/classified/exceptional-property/for-sale/lasne/1380/10887315
11073784,Meregrachtstraat,70,,,Liedekerke,1770,FLANDERS,Halle-Vilvoorde,Flemish Brabant,HOUSE,VILLA,895000,residential_sale,1983.0,5,448.0,INSTALLED,,1,1.0,,1.0,1051.0,4.0,1.0,GOOD,B,50.8720606,4.0932563,,https://www.immoweb.be/en/classified/villa/for-sale/liedekerke/1770/11073784
10974628,,,,,Wierde,5100,WALLONIE,Namur,Namur,HOUSE,VILLA,895000,residential_sale,1992.0,5,300.0,USA_HYPER_EQUIPPED,0.0,0,1.0,80.0,1.0,7285.0,4.0,0.0,AS_NEW,C,,,,https://www.immoweb.be/en/classified/villa/for-sale/wierde/5100/10974628
10974627,,,,,Wierde,5100,WALLONIE,Namur,Namur,HOUSE,VILLA,895000,residential_sale,1992.0,5,300.0,USA_HYPER_EQUIPPED,0.0,0,1.0,80.0,1.0,7285.0,4.0,0.0,AS_NEW,C,,,,https://www.immoweb.be/en/classified/villa/for-sale/wierde/5100/10974627
11067701,Rue Vis� - Voie,268,,,Herstal Vottem,4041,WALLONIE,Li�ge,Li�ge,HOUSE,HOUSE,167500,residential_sale,1875.0,2,162.0,SEMI_EQUIPPED,0.0,0,,,1.0,210.0,3.0,0.0,TO_BE_DONE_UP,G,50.6712649,5.5789496,,https://www.immoweb.be/en/classified/house/for-sale/herstal-vottem/4041/11067701
10943255,Rue Vis� - Voie,268,,,Herstal Vottem,4041,WALLONIE,Li�ge,Li�ge,HOUSE,HOUSE,167500,residential_sale,1875.0,2,162.0,SEMI_EQUIPPED,0.0,0,,,1.0,210.0,3.0,0.0,TO_BE_DONE_UP,G,50.6712649,5.5789496,,https://www.immoweb.be/en/classified/house/for-sale/herstal-vottem/4041/10943255
11120010,,,,,Braine-l'Alleud,1420,WALLONIE,Nivelles,Walloon Brabant,HOUSE,VILLA,1245000,residential_sale,,5,300.0,HYPER_EQUIPPED,0.0,0,1.0,,,2053.0,4.0,1.0,GOOD,D,,,,https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/11120010
