CD_REFNIS,CD_SECTOR,TOTAL,DT_STRT_SECTOR,DT_STOP_SECTOR,OPPERVLAKKTE IN HM²,TX_DESCR_SECTOR_NL,TX_DESCR_SECTOR_FR,TX_DESCR_NL,TX_DESCR_FR,TX_DESCR_SECTOR_NLL,TX_DESCR_SECTOR_FRR,SECTOR
45068,45057B001,509,1981-03-01,9999-12-31 00:00:00,52.8223269073,OUWEGEM-KERN,OUWEGEM-KERN,Kruisem,Kruisem,OUWEGEM-KERN,OUWEGEM-KERN,B001
45068,45057B012,543,1981-03-01,9999-12-31 00:00:00,83.5682539104,SCHIJTPUT,SCHIJTPUT,Kruisem,Kruisem,SCHIJTPUT,SCHIJTPUT,B012
45068,45057B09-,566,1981-03-01,9999-12-31 00:00:00,480.214451531,HUISGAVER,HUISGAVER,Kruisem,Kruisem,HUISGAVER,HUISGAVER,B09-
45068,45057C00-,535,1981-03-01,9999-12-31 00:00:00,86.9018846841,HUISE-KERN,HUISE-KERN,Kruisem,Kruisem,HUISE-KERN,HUISE-KERN,C00-
45068,45057C091,260,1981-03-01,9999-12-31 00:00:00,504.321717414,HUISE - VERSPREIDE BEWONING,HUISE - VERSPREIDE BEWONING,Kruisem,Kruisem,HUISE - VERSPREIDE BEWONING,HUISE - VERSPREIDE BEWONING,C091
45068,45057C112,251,1981-03-01,9999-12-31 00:00:00,16.6952354245,BEERTEGEM,BEERTEGEM,Kruisem,Kruisem,BEERTEGEM,BEERTEGEM,C112
45068,45057C191,188,1981-03-01,9999-12-31 00:00:00,113.200746843,'T PEERDEKE,'T PEERDEKE,Kruisem,Kruisem,'T PEERDEKE,'T PEERDEKE,C191
45068,45057C29-,537,1981-03-01,9999-12-31 00:00:00,277.129946717,MALDEGEM,MALDEGEM,Kruisem,Kruisem,MALDEGEM,MALDEGEM,C29-
46003,46003A001,1363,1981-03-01,9999-12-31 00:00:00,32.0357055534,BEVEREN-CENTRUM,BEVEREN-CENTRUM,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),BEVEREN-CENTRUM,BEVEREN-CENTRUM,A001
46003,46003A011,1164,1981-03-01,9999-12-31 00:00:00,22.836729345,VINCKENDAM,VINCKENDAM,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),VINCKENDAM,VINCKENDAM,A011
46003,46003A032,1549,1981-03-01,9999-12-31 00:00:00,45.4468505446,BOSDAM,BOSDAM,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),BOSDAM,BOSDAM,A032
46003,46003A042,245,1981-03-01,9999-12-31 00:00:00,4.92398957513,DONKVIJVER - TRIEST,DONKVIJVER - TRIEST,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),DONKVIJVER - TRIEST,DONKVIJVER - TRIEST,A042
46003,46003A043,410,1981-03-01,9999-12-31 00:00:00,8.18893992289,DONKVIJVER - ARENBERG,DONKVIJVER - ARENBERG,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),DONKVIJVER - ARENBERG,DONKVIJVER - ARENBERG,A043
46003,46003A071,602,1981-03-01,9999-12-31 00:00:00,47.1479436034,VESTEN,VESTEN,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),VESTEN,VESTEN,A071
46003,46003A100,846,1981-03-01,9999-12-31 00:00:00,52.3105285894,KRUIBEKESTEENWEG,KRUIBEKESTEENWEG,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),KRUIBEKESTEENWEG,KRUIBEKESTEENWEG,A100
46003,46003A112,1047,1981-03-01,9999-12-31 00:00:00,14.8735341432,MARKTCENTRUM,MARKTCENTRUM,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),MARKTCENTRUM,MARKTCENTRUM,A112
46003,46003A190,472,1981-03-01,9999-12-31 00:00:00,449.006511737,BOS-BUIPUT,BOS-BUIPUT,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),BOS-BUIPUT,BOS-BUIPUT,A190
46003,46003A200,2099,1981-03-01,9999-12-31 00:00:00,109.459965803,NIEUWE PAROCHIE,NIEUWE PAROCHIE,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),NIEUWE PAROCHIE,NIEUWE PAROCHIE,A200
46003,46003A213,1237,1981-03-01,9999-12-31 00:00:00,18.5280053947,BIJL,BIJL,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),BIJL,BIJL,A213
46003,46003A224,683,1981-03-01,9999-12-31 00:00:00,21.7494570398,SCHRIJVERSWIJK,SCHRIJVERSWIJK,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),SCHRIJVERSWIJK,SCHRIJVERSWIJK,A224
46003,46003A242,2260,1981-03-01,9999-12-31 00:00:00,135.740136144,HEIDE,HEIDE,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),HEIDE,HEIDE,A242
46003,46003A281,651,1981-03-01,9999-12-31 00:00:00,672.050048168,ZILLEBEEK,ZILLEBEEK,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),ZILLEBEEK,ZILLEBEEK,A281
46003,46003A291,259,1981-03-01,9999-12-31 00:00:00,127.645410014,ZOETWATER,ZOETWATER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),ZOETWATER,ZOETWATER,A291
46003,46003A301,3830,1981-03-01,9999-12-31 00:00:00,93.6754815541,HALFDREEF - KALLOBAAN,HALFDREEF - KALLOBAAN,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),HALFDREEF - KALLOBAAN,HALFDREEF - KALLOBAAN,A301
46003,46003A312,1565,1981-03-01,9999-12-31 00:00:00,31.9235059956,GAVERLAND,GAVERLAND,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),GAVERLAND,GAVERLAND,A312
46003,46003A322,905,1981-03-01,9999-12-31 00:00:00,26.5559731531,SCHOOFLAND,SCHOOFLAND,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),SCHOOFLAND,SCHOOFLAND,A322
46003,46003B00-,1896,1981-03-01,9999-12-31 00:00:00,72.5574831084,VRASENE-CENTRUM,VRASENE-CENTRUM,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),VRASENE-CENTRUM,VRASENE-CENTRUM,B00-
46003,46003B011,872,1981-03-01,9999-12-31 00:00:00,62.464301866,SMISHOEK,SMISHOEK,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),SMISHOEK,SMISHOEK,B011
46003,46003B022,536,1981-03-01,9999-12-31 00:00:00,31.0017812183,MOSSELBANK,MOSSELBANK,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),MOSSELBANK,MOSSELBANK,B022
46003,46003B032,157,1981-03-01,9999-12-31 00:00:00,8.64351429548,TUINLAAN,TUINLAAN,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),TUINLAAN,TUINLAAN,B032
46003,46003B081,506,1981-03-01,9999-12-31 00:00:00,530.808460753,VRASENE - VERSPR. BEW.- ZUID,VRASENE - VERSPR. BEW.- ZUID,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),VRASENE - VERSPR. BEW.- ZUID,VRASENE - VERSPR. BEW.- ZUID,B081
46003,46003B091,174,1981-03-01,9999-12-31 00:00:00,621.230968182,VRASENE - VERSPR. BEW.- NOORD,VRASENE - VERSPR. BEW.- NOORD,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),VRASENE - VERSPR. BEW.- NOORD,VRASENE - VERSPR. BEW.- NOORD,B091
46003,46003B092,248,1981-03-01,9999-12-31 00:00:00,83.7540304051,KLEINE KOUTER,KLEINE KOUTER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),KLEINE KOUTER,KLEINE KOUTER,B092
46003,46003C00-,634,1981-03-01,9999-12-31 00:00:00,29.6468053012,VERREBROEK-KERN,VERREBROEK-KERN,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),VERREBROEK-KERN,VERREBROEK-KERN,C00-
46003,46003C011,1058,1981-03-01,9999-12-31 00:00:00,115.790853853,ZWAANTJE - HET FORT,ZWAANTJE - HET FORT,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),ZWAANTJE - HET FORT,ZWAANTJE - HET FORT,C011
46003,46003C072,87,1981-03-01,9999-12-31 00:00:00,418.978135057,INDUSTRIEGEBIED-BEVEREN-POLDER,INDUSTRIEGEBIED-BEVEREN-POLDER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),INDUSTRIEGEBIED-BEVEREN-POLDER,INDUSTRIEGEBIED-BEVEREN-POLDER,C072
46003,46003C081,101,1981-03-01,9999-12-31 00:00:00,249.32273602,VRASENEPOLDER,VRASENEPOLDER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),VRASENEPOLDER,VRASENEPOLDER,C081
46003,46003C091,28,1981-03-01,9999-12-31 00:00:00,198.99951829,KONINGS - KIELDRECHTPOLDER,KONINGS - KIELDRECHTPOLDER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),KONINGS - KIELDRECHTPOLDER,KONINGS - KIELDRECHTPOLDER,C091
46003,46003C182,141,1981-03-01,9999-12-31 00:00:00,245.410696353,MOERING - BLOEMPOT,MOERING - BLOEMPOT,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),MOERING - BLOEMPOT,MOERING - BLOEMPOT,C182
46003,46003C272,25,1981-03-01,9999-12-31 00:00:00,339.194267404,INDUSTRIEGEBIED BLIKKEN,INDUSTRIEGEBIED BLIKKEN,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),INDUSTRIEGEBIED BLIKKEN,INDUSTRIEGEBIED BLIKKEN,C272
46003,46003D000,2475,1981-03-01,9999-12-31 00:00:00,67.8397594184,KIELDRECHT-DORP,KIELDRECHT-DORP,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),KIELDRECHT-DORP,KIELDRECHT-DORP,D000
46003,46003D012,801,1981-03-01,9999-12-31 00:00:00,30.6255574219,CENTRUMWIJK,CENTRUMWIJK,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),CENTRUMWIJK,CENTRUMWIJK,D012
46003,46003D073,14,1981-03-01,9999-12-31 00:00:00,466.93023164,INDUSTRIEGEBIED-ARENBERGPOLDER,INDUSTRIEGEBIED-ARENBERGPOLDER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),INDUSTRIEGEBIED-ARENBERGPOLDER,INDUSTRIEGEBIED-ARENBERGPOLDER,D073
46003,46003D081,363,1981-03-01,9999-12-31 00:00:00,406.5501469,OUDE ARENBERGPOLDER,OUDE ARENBERGPOLDER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),OUDE ARENBERGPOLDER,OUDE ARENBERGPOLDER,D081
46003,46003D09-,277,1981-03-01,9999-12-31 00:00:00,260.665922318,KONINGS KIELDRECHTPOLDER,KONINGS KIELDRECHTPOLDER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),KONINGS KIELDRECHTPOLDER,KONINGS KIELDRECHTPOLDER,D09-
46003,46003D19-,155,1981-03-01,9999-12-31 00:00:00,763.574511691,NIEUWE ARENBERGPOLDER - PROSPERPOLDER,NIEUWE ARENBERGPOLDER - PROSPERPOLDER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),NIEUWE ARENBERGPOLDER - PROSPERPOLDER,NIEUWE ARENBERGPOLDER - PROSPERPOLDER,D19-
46003,46003E000,19,1981-03-01,9999-12-31 00:00:00,34.0334431638,DOEL-KERN,DOEL-KERN,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),DOEL-KERN,DOEL-KERN,E000
46003,46003E072,0,1981-03-01,9999-12-31 00:00:00,392.35223312,INDUSTRIEGEBIED - KLEIN DOELPOLDER,INDUSTRIEGEBIED - KLEIN DOELPOLDER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),INDUSTRIEGEBIED - KLEIN DOELPOLDER,INDUSTRIEGEBIED - KLEIN DOELPOLDER,E072
46003,46003E081,88,1981-03-01,9999-12-31 00:00:00,807.870849972,GROTE DOELPOLDER,GROTE DOELPOLDER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),GROTE DOELPOLDER,GROTE DOELPOLDER,E081
46003,46003E091,12,1981-03-01,9999-12-31 00:00:00,575.415839124,PROSPERPOLDER - NIEUW ARENBERGPOLDER,PROSPERPOLDER - NIEUW ARENBERGPOLDER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),PROSPERPOLDER - NIEUW ARENBERGPOLDER,PROSPERPOLDER - NIEUW ARENBERGPOLDER,E091
46003,46003E182,0,1981-03-01,9999-12-31 00:00:00,545.515448561,SCHELDE,SCHELDE,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),SCHELDE,SCHELDE,E182
46003,46003E1MJ,0,2001-10-01,9999-12-31 00:00:00,103.960523113,KERNCENTRALE,KERNCENTRALE,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),KERNCENTRALE,KERNCENTRALE,E1MJ
46003,46003F00-,1775,1981-03-01,9999-12-31 00:00:00,97.4734985397,KALLO-KERN,KALLO-KERN,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),KALLO-KERN,KALLO-KERN,F00-
46003,46003F012,608,1981-03-01,9999-12-31 00:00:00,17.6002049739,SAS,SAS,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),SAS,SAS,F012
46003,46003F079,85,1981-03-01,9999-12-31 00:00:00,2419.77814288,INDUSTRIEGEBIED KALLO,INDUSTRIEGEBIED KALLO,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),INDUSTRIEGEBIED KALLO,INDUSTRIEGEBIED KALLO,F079
46003,46003F084,0,1981-03-01,9999-12-31 00:00:00,200.141041074,BEVERENPOLDER,BEVERENPOLDER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),BEVERENPOLDER,BEVERENPOLDER,F084
46003,46003F183,0,1981-03-01,9999-12-31 00:00:00,281.601403112,SCHELDE,SCHELDE,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),SCHELDE,SCHELDE,F183
46003,46003G00-,1610,1981-03-01,9999-12-31 00:00:00,45.3533898105,MELSELE-DORP,MELSELE-DORP,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),MELSELE-DORP,MELSELE-DORP,G00-
46003,46003G01-,1153,1981-03-01,9999-12-31 00:00:00,33.1109631551,MELSELE - DORP-ZUID,MELSELE - DORP-ZUID,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),MELSELE - DORP-ZUID,MELSELE - DORP-ZUID,G01-
46003,46003G021,2692,1981-03-01,9999-12-31 00:00:00,107.778796575,GAVERLAND,GAVERLAND,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),GAVERLAND,GAVERLAND,G021
46003,46003G032,1729,1981-03-01,9999-12-31 00:00:00,65.371695684,BRIEL,BRIEL,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),BRIEL,BRIEL,G032
46003,46003G042,446,1981-03-01,9999-12-31 00:00:00,27.494598422,BRUGGRAVESTRAAT,BRUGGRAVESTRAAT,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),BRUGGRAVESTRAAT,BRUGGRAVESTRAAT,G042
46003,46003G073,0,1981-03-01,9999-12-31 00:00:00,219.978910505,MELSELEPOLDER,MELSELEPOLDER,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),MELSELEPOLDER,MELSELEPOLDER,G073
46003,46003G081,168,1981-03-01,9999-12-31 00:00:00,345.202559896,TREPELANDSTRAAT,TREPELANDSTRAAT,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),TREPELANDSTRAAT,TREPELANDSTRAAT,G081
46003,46003G11-,2221,1981-03-01,9999-12-31 00:00:00,122.939732394,MELSELE STATION,MELSELE STATION,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),MELSELE STATION,MELSELE STATION,G11-
46003,46003G18-,560,1981-03-01,9999-12-31 00:00:00,627.255806721,BEEKMOLEN - ES,BEEKMOLEN - ES,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),BEEKMOLEN - ES,BEEKMOLEN - ES,G18-
46003,46003G19-,945,1981-03-01,9999-12-31 00:00:00,245.64367904,VENDOORN - PONJAART,VENDOORN - PONJAART,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),VENDOORN - PONJAART,VENDOORN - PONJAART,G19-
46003,46003H000,1362,1981-03-01,9999-12-31 00:00:00,48.3309018716,HAASDONK-KERN,HAASDONK-KERN,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),HAASDONK-KERN,HAASDONK-KERN,H000
46003,46003H012,415,1981-03-01,9999-12-31 00:00:00,20.4081294304,HOGE WEGEL - MELSELESTRAAT,HOGE WEGEL - MELSELESTRAAT,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),HOGE WEGEL - MELSELESTRAAT,HOGE WEGEL - MELSELESTRAAT,H012
46003,46003H023,582,1981-03-01,9999-12-31 00:00:00,25.2837777619,DE BUITEN,DE BUITEN,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),DE BUITEN,DE BUITEN,H023
46003,46003H034,830,1981-03-01,9999-12-31 00:00:00,24.1965290974,PERSTRAAT - BERGSTRAAT,PERSTRAAT - BERGSTRAAT,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),PERSTRAAT - BERGSTRAAT,PERSTRAAT - BERGSTRAAT,H034
46003,46003H081,622,1981-03-01,9999-12-31 00:00:00,801.551444826,HAASDONK - VERSPREIDE BEWONING,HAASDONK - VERSPREIDE BEWONING,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),HAASDONK - VERSPREIDE BEWONING,HAASDONK - VERSPREIDE BEWONING,H081
46003,46003H091,201,1981-03-01,9999-12-31 00:00:00,38.4137452631,GENTSEWEG - KRUISSTRAAT,GENTSEWEG - KRUISSTRAAT,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),GENTSEWEG - KRUISSTRAAT,GENTSEWEG - KRUISSTRAAT,H091
46003,46003H112,441,1981-03-01,9999-12-31 00:00:00,76.5405627644,HOOGEINDE,HOOGEINDE,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),HOOGEINDE,HOOGEINDE,H112
46003,46003ZZZZ,1,1981-03-01,9999-12-31 00:00:00,0.0,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,Beveren (Sint-Niklaas),Beveren (Saint-Nicolas),NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,ZZZZ
46013,46013A001,3261,1981-03-01,9999-12-31 00:00:00,61.0438072339,KRUIBEKE-DORP,KRUIBEKE-DORP,Kruibeke,Kruibeke,KRUIBEKE-DORP,KRUIBEKE-DORP,A001
46013,46013A01-,216,1981-03-01,9999-12-31 00:00:00,16.5163459467,HOUTEKRUIS,HOUTEKRUIS,Kruibeke,Kruibeke,HOUTEKRUIS,HOUTEKRUIS,A01-
46013,46013A022,1354,1981-03-01,9999-12-31 00:00:00,33.9342919963,OUDE EN NIEUWE WIJK,OUDE EN NIEUWE WIJK,Kruibeke,Kruibeke,OUDE EN NIEUWE WIJK,OUDE EN NIEUWE WIJK,A022
46013,46013A032,509,1981-03-01,9999-12-31 00:00:00,37.2993577276,KROMSTRAAT,KROMSTRAAT,Kruibeke,Kruibeke,KROMSTRAAT,KROMSTRAAT,A032
46013,46013A043,1452,1981-03-01,9999-12-31 00:00:00,55.3319104735,MOORTELSTRAAT - BAZELSTRAAT,MOORTELSTRAAT - BAZELSTRAAT,Kruibeke,Kruibeke,MOORTELSTRAAT - BAZELSTRAAT,MOORTELSTRAAT - BAZELSTRAAT,A043
46013,46013A08-,124,1981-03-01,9999-12-31 00:00:00,298.617890783,KRUIBEKE-POLDER OOST EN ZUID,KRUIBEKE-POLDER OOST EN ZUID,Kruibeke,Kruibeke,KRUIBEKE-POLDER OOST EN ZUID,KRUIBEKE-POLDER OOST EN ZUID,A08-
46013,46013A0MV,17,2001-10-01,9999-12-31 00:00:00,30.8491445479,HOGENAKKERHOEK,HOGENAKKERHOEK,Kruibeke,Kruibeke,HOGENAKKERHOEK,HOGENAKKERHOEK,A0MV
46013,46013A0PV,1251,2001-10-01,9999-12-31 00:00:00,934.70630517,STERHOEK-MOLENBERG,STERHOEK-MOLENBERG,Kruibeke,Kruibeke,STERHOEK-MOLENBERG,STERHOEK-MOLENBERG,A0PV
46013,46013B000,1454,1981-03-01,9999-12-31 00:00:00,59.0794695447,BAZEL-KERN,BAZEL-KERN,Kruibeke,Kruibeke,BAZEL-KERN,BAZEL-KERN,B000
46013,46013B010,294,1981-03-01,9999-12-31 00:00:00,24.0919971001,KEMPHOEK,KEMPHOEK,Kruibeke,Kruibeke,KEMPHOEK,KEMPHOEK,B010
46013,46013B022,833,1981-03-01,9999-12-31 00:00:00,28.8447687577,RAPENBERG-OOST,RAPENBERG-OOST,Kruibeke,Kruibeke,RAPENBERG-OOST,RAPENBERG-OOST,B022
46013,46013B032,1447,1981-03-01,9999-12-31 00:00:00,47.9475246579,RAPENBERG-WEST,RAPENBERG-WEST,Kruibeke,Kruibeke,RAPENBERG-WEST,RAPENBERG-WEST,B032
46013,46013B043,312,1981-03-01,9999-12-31 00:00:00,17.5211530375,HAZENPAD,HAZENPAD,Kruibeke,Kruibeke,HAZENPAD,HAZENPAD,B043
46013,46013B081,23,1981-03-01,9999-12-31 00:00:00,539.07493915,BAZELSE POLDER,BAZELSE POLDER,Kruibeke,Kruibeke,BAZELSE POLDER,BAZELSE POLDER,B081
46013,46013B091,1328,1981-03-01,9999-12-31 00:00:00,978.656313849,BAZEL - VERSPR. BEW.- WEST,BAZEL - VERSPR. BEW.- WEST,Kruibeke,Kruibeke,BAZEL - VERSPR. BEW.- WEST,BAZEL - VERSPR. BEW.- WEST,B091
46013,46013C001,455,1981-03-01,9999-12-31 00:00:00,6.88396200144,RUPELMONDE-KERN,RUPELMONDE-KERN,Kruibeke,Kruibeke,RUPELMONDE-KERN,RUPELMONDE-KERN,C001
46013,46013C012,1459,1981-03-01,9999-12-31 00:00:00,39.5654099569,GEERAARD DE CREMERSTRAAT,GEERAARD DE CREMERSTRAAT,Kruibeke,Kruibeke,GEERAARD DE CREMERSTRAAT,GEERAARD DE CREMERSTRAAT,C012
46013,46013C022,1119,1981-03-01,9999-12-31 00:00:00,34.6302902308,SCHAUDRIES - RAAP,SCHAUDRIES - RAAP,Kruibeke,Kruibeke,SCHAUDRIES - RAAP,SCHAUDRIES - RAAP,C022
46013,46013C091,142,1981-03-01,9999-12-31 00:00:00,108.216323907,RUPELMONDE POLDER,RUPELMONDE POLDER,Kruibeke,Kruibeke,RUPELMONDE POLDER,RUPELMONDE POLDER,C091
46013,46013ZZZZ,6,1981-03-01,9999-12-31 00:00:00,0.0,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,Kruibeke,Kruibeke,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,ZZZZ
46014,4601410PQ,8,2001-10-01,9999-12-31 00:00:00,74.8117825009,E17,E17,Lokeren,Lokeren,E17,E17,10PQ
46014,4601412QQ,0,2001-10-01,9999-12-31 00:00:00,16.6850245988,LOKERENBEEK,LOKERENBEEK,Lokeren,Lokeren,LOKERENBEEK,LOKERENBEEK,12QQ
46014,46014A001,1382,1981-03-01,9999-12-31 00:00:00,24.1198036573,LOKEREN - MARKT,LOKEREN - MARKT,Lokeren,Lokeren,LOKEREN - MARKT,LOKEREN - MARKT,A001
46014,46014A01-,2503,1981-03-01,9999-12-31 00:00:00,58.0228227976,LOKEREN-CENTRUM -KON.BOUDEWIJN,LOKEREN-CENTRUM -KON.BOUDEWIJN,Lokeren,Lokeren,LOKEREN-CENTRUM -KON.BOUDEWIJN,LOKEREN-CENTRUM -KON.BOUDEWIJN,A01-
46014,46014A021,1362,1981-03-01,9999-12-31 00:00:00,24.2891516013,KOUTER,KOUTER,Lokeren,Lokeren,KOUTER,KOUTER,A021
46014,46014A032,1874,1981-03-01,9999-12-31 00:00:00,26.2244469177,DAM,DAM,Lokeren,Lokeren,DAM,DAM,A032
46014,46014A042,1382,1981-03-01,9999-12-31 00:00:00,20.9181274423,OUDE BRUG,OUDE BRUG,Lokeren,Lokeren,OUDE BRUG,OUDE BRUG,A042
46014,46014A053,1334,1981-03-01,9999-12-31 00:00:00,12.7280857286,LAND VAN LUIK,LAND VAN LUIK,Lokeren,Lokeren,LAND VAN LUIK,LAND VAN LUIK,A053
46014,46014A0MW,55,2001-10-01,9999-12-31 00:00:00,103.624262623,OEVER,OEVER,Lokeren,Lokeren,OEVER,OEVER,A0MW
46014,46014A0PW,42,2001-10-01,9999-12-31 00:00:00,137.16084831,SPIEVELD,SPIEVELD,Lokeren,Lokeren,SPIEVELD,SPIEVELD,A0PW
46014,46014A10-,2079,1981-03-01,9999-12-31 00:00:00,99.2602657562,ROZEN,ROZEN,Lokeren,Lokeren,ROZEN,ROZEN,A10-
46014,46014A112,445,1981-03-01,9999-12-31 00:00:00,72.9685148254,GROENSTRAAT,GROENSTRAAT,Lokeren,Lokeren,GROENSTRAAT,GROENSTRAAT,A112
46014,46014A181,226,1981-03-01,9999-12-31 00:00:00,80.0456495672,BUILAARS,BUILAARS,Lokeren,Lokeren,BUILAARS,BUILAARS,A181
46014,46014A191,13,1981-03-01,9999-12-31 00:00:00,102.664465264,MOLSBROEK,MOLSBROEK,Lokeren,Lokeren,MOLSBROEK,MOLSBROEK,A191
46014,46014A20-,1432,1981-03-01,9999-12-31 00:00:00,123.828010886,HEIENDE-KERN,HEIENDE-KERN,Lokeren,Lokeren,HEIENDE-KERN,HEIENDE-KERN,A20-
46014,46014A212,308,1981-03-01,9999-12-31 00:00:00,18.8988652143,HILLARESTRAAT,HILLARESTRAAT,Lokeren,Lokeren,HILLARESTRAAT,HILLARESTRAAT,A212
46014,46014A281,2,1981-03-01,9999-12-31 00:00:00,12.0094614335,HEIKANT,HEIKANT,Lokeren,Lokeren,HEIKANT,HEIKANT,A281
46014,46014A291,640,1981-03-01,9999-12-31 00:00:00,1039.2358625,HEIENDE - VERSPREIDE BEWONING,HEIENDE - VERSPREIDE BEWONING,Lokeren,Lokeren,HEIENDE - VERSPREIDE BEWONING,HEIENDE - VERSPREIDE BEWONING,A291
46014,46014A2PN,3,2001-10-01,9999-12-31 00:00:00,20.4408085982,BREDENHOEK,BREDENHOEK,Lokeren,Lokeren,BREDENHOEK,BREDENHOEK,A2PN
46014,46014A30-,380,1981-03-01,9999-12-31 00:00:00,45.0508881525,GENTSE STEENWEG - EINDE,GENTSE STEENWEG - EINDE,Lokeren,Lokeren,GENTSE STEENWEG - EINDE,GENTSE STEENWEG - EINDE,A30-
46014,46014A312,492,1981-03-01,9999-12-31 00:00:00,63.584377272,HUL,HUL,Lokeren,Lokeren,HUL,HUL,A312
46014,46014A323,377,1981-03-01,9999-12-31 00:00:00,34.7181729365,OUDENBOS,OUDENBOS,Lokeren,Lokeren,OUDENBOS,OUDENBOS,A323
46014,46014A391,774,1981-03-01,9999-12-31 00:00:00,553.574265243,DE KATTE,DE KATTE,Lokeren,Lokeren,DE KATTE,DE KATTE,A391
46014,46014A402,2122,1981-03-01,9999-12-31 00:00:00,65.54996106,KOPKAPEL,KOPKAPEL,Lokeren,Lokeren,KOPKAPEL,KOPKAPEL,A402
46014,46014A413,437,1981-03-01,9999-12-31 00:00:00,58.1590209451,KRIKTE,KRIKTE,Lokeren,Lokeren,KRIKTE,KRIKTE,A413
46014,46014A474,44,1981-03-01,9999-12-31 00:00:00,51.0116899467,WAASLAND,WAASLAND,Lokeren,Lokeren,WAASLAND,WAASLAND,A474
46014,46014A495,260,1981-03-01,9999-12-31 00:00:00,264.996741651,BOOGSCHEUT,BOOGSCHEUT,Lokeren,Lokeren,BOOGSCHEUT,BOOGSCHEUT,A495
