CD_REFNIS,CD_SECTOR,TOTAL,DT_STRT_SECTOR,DT_STOP_SECTOR,OPPERVLAKKTE IN HM²,TX_DESCR_SECTOR_NL,TX_DESCR_SECTOR_FR,TX_DESCR_NL,TX_DESCR_FR,TX_DESCR_SECTOR_NLL,TX_DESCR_SECTOR_FRR,SECTOR
11001,11001A00-,2489,1981-03-01,9999-12-31 00:00:00,53.1589560369,AARTSELAAR-CENTRUM,AARTSELAAR-CENTRUM,Aartselaar,Aartselaar,AARTSELAAR-CENTRUM,AARTSELAAR-CENTRUM,A00-
11001,11001A01-,2827,1981-03-01,9999-12-31 00:00:00,67.1157584725,DE LEEUWERIK,DE LEEUWERIK,Aartselaar,Aartselaar,DE LEEUWERIK,DE LEEUWERIK,A01-
11001,11001A020,761,1981-03-01,9999-12-31 00:00:00,28.0848157744,BUERSTEDE,BUERSTEDE,Aartselaar,Aartselaar,BUERSTEDE,BUERSTEDE,A020
11001,11001A030,466,1981-03-01,9999-12-31 00:00:00,42.8125404904,YSSELAAR,YSSELAAR,Aartselaar,Aartselaar,YSSELAAR,YSSELAAR,A030
11001,11001A042,363,1981-03-01,9999-12-31 00:00:00,25.5623657126,KLEINE GRIPPE,KLEINE GRIPPE,Aartselaar,Aartselaar,KLEINE GRIPPE,KLEINE GRIPPE,A042
11001,11001A052,2195,1981-03-01,9999-12-31 00:00:00,33.7269052141,LEUG,LEUG,Aartselaar,Aartselaar,LEUG,LEUG,A052
11001,11001A063,759,1981-03-01,9999-12-31 00:00:00,21.8269822629,TEN DORPE,TEN DORPE,Aartselaar,Aartselaar,TEN DORPE,TEN DORPE,A063
11001,11001A074,33,1981-03-01,9999-12-31 00:00:00,45.8359402828,BRUINEN BAARD,BRUINEN BAARD,Aartselaar,Aartselaar,BRUINEN BAARD,BRUINEN BAARD,A074
11001,11001A091,576,1981-03-01,9999-12-31 00:00:00,219.055100532,KLEISTRAAT - OEVER,KLEISTRAAT - OEVER,Aartselaar,Aartselaar,KLEISTRAAT - OEVER,KLEISTRAAT - OEVER,A091
11001,11001A0MA,64,2001-10-01,9999-12-31 00:00:00,20.5627457203,ZINKVAL,ZINKVAL,Aartselaar,Aartselaar,CLEYDAEL-KASTEEL,CLEYDAEL-KASTEEL,A0MA
11001,11001A0PA,125,2001-10-01,9999-12-31 00:00:00,171.253815364,CLEYDAEL-KASTEEL,CLEYDAEL-KASTEEL,Aartselaar,Aartselaar,ZINKVAL,ZINKVAL,A0PA
11001,11001A10-,805,1981-03-01,9999-12-31 00:00:00,36.4867703932,'T HEIKEN,'T HEIKEN,Aartselaar,Aartselaar,'T HEIKEN,'T HEIKEN,A10-
11001,11001A173,606,1981-03-01,9999-12-31 00:00:00,109.954475326,NOTELAAN,NOTELAAN,Aartselaar,Aartselaar,NOTELAAN,NOTELAAN,A173
11001,11001A190,361,1981-03-01,9999-12-31 00:00:00,132.182458403,DE REUKENS,DE REUKENS,Aartselaar,Aartselaar,DE REUKENS,DE REUKENS,A190
11001,11001A20-,987,1981-03-01,9999-12-31 00:00:00,43.2974262127,DE KOEKOEK,DE KOEKOEK,Aartselaar,Aartselaar,DE KOEKOEK,DE KOEKOEK,A20-
11001,11001A21-,1333,1981-03-01,9999-12-31 00:00:00,50.9961074561,VIERPALEN,VIERPALEN,Aartselaar,Aartselaar,VIERPALEN,VIERPALEN,A21-
11001,11001ZZZZ,2,1981-03-01,9999-12-31 00:00:00,0.0,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,Aartselaar,Aartselaar,NIET TE LOKALISEREN IN EEN SECTOR,NON LOCALISABLE DANS UN SECTEUR,ZZZZ
11002,1100212MQ,0,2001-10-01,9999-12-31 00:00:00,81.0089705858,STABROEK,STABROEK,Antwerpen,Anvers,STABROEK,STABROEK,12MQ
11002,11002A00-,2745,1981-03-01,9999-12-31 00:00:00,22.2578206359,ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN ),ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN ),Antwerpen,Anvers,ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN ),ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN ),A00-
11002,11002A01-,1718,1981-03-01,9999-12-31 00:00:00,13.8162217774,KLAPDORP - BROUWERSVLIET,KLAPDORP - BROUWERSVLIET,Antwerpen,Anvers,KLAPDORP - BROUWERSVLIET,KLAPDORP - BROUWERSVLIET,A01-
11002,11002A02-,585,1981-03-01,9999-12-31 00:00:00,10.9012830652,GROENPLAATS (SPAANSE WALLEN),GROENPLAATS (SPAANSE WALLEN),Antwerpen,Anvers,GROENPLAATS (SPAANSE WALLEN),GROENPLAATS (SPAANSE WALLEN),A02-
11002,11002A03-,1051,1981-03-01,9999-12-31 00:00:00,9.24466463838,HOOGSTRAAT (SPAANSE WALLEN),HOOGSTRAAT (SPAANSE WALLEN),Antwerpen,Anvers,HOOGSTRAAT (SPAANSE WALLEN),HOOGSTRAAT (SPAANSE WALLEN),A03-
11002,11002A04-,1538,1981-03-01,9999-12-31 00:00:00,14.8826574358,OUDAAN (SPAANSE WALLEN),OUDAAN (SPAANSE WALLEN),Antwerpen,Anvers,OUDAAN (SPAANSE WALLEN),OUDAAN (SPAANSE WALLEN),A04-
11002,11002A05-,1591,1981-03-01,9999-12-31 00:00:00,13.470965512,GEVANGENIS (SPAANSE WALLEN),GEVANGENIS (SPAANSE WALLEN),Antwerpen,Anvers,GEVANGENIS (SPAANSE WALLEN),GEVANGENIS (SPAANSE WALLEN),A05-
11002,11002A081,0,1981-03-01,9999-12-31 00:00:00,14.8958944949,SCHELDEKADEN NOORD,SCHELDEKADEN NOORD,Antwerpen,Anvers,SCHELDEKADEN NOORD,SCHELDEKADEN NOORD,A081
11002,11002A10-,1917,1981-03-01,9999-12-31 00:00:00,26.1479633475,MEIR - LEYSSTRAAT (SP. WALLEN),MEIR - LEYSSTRAAT (SP. WALLEN),Antwerpen,Anvers,MEIR - LEYSSTRAAT (SP. WALLEN),MEIR - LEYSSTRAAT (SP. WALLEN),A10-
11002,11002A11-,2243,1981-03-01,9999-12-31 00:00:00,19.511238681,KIPDORP-ST.-JACOBS (SP.WALLEN),KIPDORP-ST.-JACOBS (SP.WALLEN),Antwerpen,Anvers,KIPDORP-ST.-JACOBS (SP.WALLEN),KIPDORP-ST.-JACOBS (SP.WALLEN),A11-
11002,11002A12-,1030,1981-03-01,9999-12-31 00:00:00,16.2339354618,K.N.S.-NAT. BANK (SP. WALLEN),K.N.S.-NAT. BANK (SP. WALLEN),Antwerpen,Anvers,K.N.S.-NAT. BANK (SP. WALLEN),K.N.S.-NAT. BANK (SP. WALLEN),A12-
11002,11002A13-,2061,1981-03-01,9999-12-31 00:00:00,23.0308624446,STADSWAAG-BEGIJNHOF(SP.WALLEN),STADSWAAG-BEGIJNHOF(SP.WALLEN),Antwerpen,Anvers,STADSWAAG-BEGIJNHOF(SP.WALLEN),STADSWAAG-BEGIJNHOF(SP.WALLEN),A13-
11002,11002A14-,1075,1981-03-01,9999-12-31 00:00:00,9.40390629252,TABAKSVEST (SPAANSE WALLEN),TABAKSVEST (SPAANSE WALLEN),Antwerpen,Anvers,TABAKSVEST (SPAANSE WALLEN),TABAKSVEST (SPAANSE WALLEN),A14-
11002,11002A15-,1592,1981-03-01,9999-12-31 00:00:00,16.1756407355,HESSENHUIS (SPAANSE WALLEN),HESSENHUIS (SPAANSE WALLEN),Antwerpen,Anvers,HESSENHUIS (SPAANSE WALLEN),HESSENHUIS (SPAANSE WALLEN),A15-
11002,11002A21-,2743,1981-03-01,9999-12-31 00:00:00,17.5304592659,ST.-ANDRIES (SPAANSE WALLEN),ST.-ANDRIES (SPAANSE WALLEN),Antwerpen,Anvers,ST.-ANDRIES (SPAANSE WALLEN),ST.-ANDRIES (SPAANSE WALLEN),A21-
11002,11002A22-,1573,1981-03-01,9999-12-31 00:00:00,8.44548943093,ST.-MICHIELSKAAI (SP. WALLEN),ST.-MICHIELSKAAI (SP. WALLEN),Antwerpen,Anvers,ST.-MICHIELSKAAI (SP. WALLEN),ST.-MICHIELSKAAI (SP. WALLEN),A22-
11002,11002B701,4803,1981-03-01,9999-12-31 00:00:00,50.8435625243,LINKEROEVER-ZUID (LINKEROEVER),LINKEROEVER-ZUID (LINKEROEVER),Antwerpen,Anvers,LINKEROEVER-ZUID (LINKEROEVER),LINKEROEVER-ZUID (LINKEROEVER),B701
11002,11002B71-,1954,1981-03-01,9999-12-31 00:00:00,40.7934500599,LINKEROEVER - STATION,LINKEROEVER - STATION,Antwerpen,Anvers,LINKEROEVER - STATION,LINKEROEVER - STATION,B71-
11002,11002B721,3990,1981-03-01,9999-12-31 00:00:00,43.6813560269,LINKEROEVER-NOORD,LINKEROEVER-NOORD,Antwerpen,Anvers,LINKEROEVER-NOORD,LINKEROEVER-NOORD,B721
11002,11002B73-,55,1981-03-01,9999-12-31 00:00:00,62.5554859948,ST.-ANNA (LINKEROEVER),ST.-ANNA (LINKEROEVER),Antwerpen,Anvers,ST.-ANNA (LINKEROEVER),ST.-ANNA (LINKEROEVER),B73-
11002,11002B742,1804,1981-03-01,9999-12-31 00:00:00,27.6916915211,THOENETLAAN (LINKEROEVER),THOENETLAAN (LINKEROEVER),Antwerpen,Anvers,THOENETLAAN (LINKEROEVER),THOENETLAAN (LINKEROEVER),B742
11002,11002B752,164,1981-03-01,9999-12-31 00:00:00,28.9073428582,GLORIANTLAAN (LINKEROEVER),GLORIANTLAAN (LINKEROEVER),Antwerpen,Anvers,GLORIANTLAAN (LINKEROEVER),GLORIANTLAAN (LINKEROEVER),B752
11002,11002B782,186,1981-03-01,9999-12-31 00:00:00,299.553716549,GALGEWEEL (LINKEROEVER),GALGEWEEL (LINKEROEVER),Antwerpen,Anvers,GALGEWEEL (LINKEROEVER),GALGEWEEL (LINKEROEVER),B782
11002,11002B791,364,1981-03-01,9999-12-31 00:00:00,244.133779719,ST.-ANNABOS (LINKEROEVER ),ST.-ANNABOS (LINKEROEVER ),Antwerpen,Anvers,ST.-ANNABOS (LINKEROEVER ),ST.-ANNABOS (LINKEROEVER ),B791
11002,11002B813,2873,1981-03-01,9999-12-31 00:00:00,74.1404931604,BLANCEFLOERLAAN  (LINKEROEVER),BLANCEFLOERLAAN  (LINKEROEVER),Antwerpen,Anvers,BLANCEFLOERLAAN  (LINKEROEVER),BLANCEFLOERLAAN  (LINKEROEVER),B813
11002,11002B824,1291,1981-03-01,9999-12-31 00:00:00,138.859457623,CHARLES DE COSTERLAAN(L.OEVER),CHARLES DE COSTERLAAN(L.OEVER),Antwerpen,Anvers,CHARLES DE COSTERLAAN(L.OEVER),CHARLES DE COSTERLAAN(L.OEVER),B824
11002,11002C20-,542,1981-03-01,9999-12-31 00:00:00,9.10745701009,STATIEKWARTIER (STATIONSWIJK),STATIEKWARTIER (STATIONSWIJK),Antwerpen,Anvers,STATIEKWARTIER (STATIONSWIJK),STATIEKWARTIER (STATIONSWIJK),C20-
11002,11002C21-,1979,1981-03-01,9999-12-31 00:00:00,11.8257246739,ATHENEUM (STATIONSWIJK),ATHENEUM (STATIONSWIJK),Antwerpen,Anvers,ATHENEUM (STATIONSWIJK),ATHENEUM (STATIONSWIJK),C21-
11002,11002C22-,1953,1981-03-01,9999-12-31 00:00:00,9.39304100402,DE CONINCPLEIN-Z.(STATIONSW.),DE CONINCPLEIN-Z.(STATIONSW.),Antwerpen,Anvers,DE CONINCPLEIN-Z.(STATIONSW.),DE CONINCPLEIN-Z.(STATIONSW.),C22-
11002,11002C23-,3613,1981-03-01,9999-12-31 00:00:00,16.0437589952,OFFERANDESTRAAT(STATIONSWIJK ),OFFERANDESTRAAT(STATIONSWIJK ),Antwerpen,Anvers,OFFERANDESTRAAT(STATIONSWIJK ),OFFERANDESTRAAT(STATIONSWIJK ),C23-
11002,11002C24-,3567,1981-03-01,9999-12-31 00:00:00,26.2684662546,PROVINCIESTRAAT(STATIONSWIJK ),PROVINCIESTRAAT(STATIONSWIJK ),Antwerpen,Anvers,PROVINCIESTRAAT(STATIONSWIJK ),PROVINCIESTRAAT(STATIONSWIJK ),C24-
11002,11002C25-,4135,1981-03-01,9999-12-31 00:00:00,23.8611351213,PELIKAANSTRAAT (STATIONSWIJK ),PELIKAANSTRAAT (STATIONSWIJK ),Antwerpen,Anvers,PELIKAANSTRAAT (STATIONSWIJK ),PELIKAANSTRAAT (STATIONSWIJK ),C25-
11002,11002C28-,0,1981-03-01,9999-12-31 00:00:00,12.045932945,STATION - ZOO (STATIONSWIJK ),STATION - ZOO (STATIONSWIJK ),Antwerpen,Anvers,STATION - ZOO (STATIONSWIJK ),STATION - ZOO (STATIONSWIJK ),C28-
11002,11002C29-,0,1981-03-01,9999-12-31 00:00:00,15.0759527703,STADSPARK (STATIONSWIJK ),STADSPARK (STATIONSWIJK ),Antwerpen,Anvers,STADSPARK (STATIONSWIJK ),STADSPARK (STATIONSWIJK ),C29-
11002,11002C31-,1457,1981-03-01,9999-12-31 00:00:00,10.1815614732,JEZUITENCOLLEGE(STATIONSWIJK ),JEZUITENCOLLEGE(STATIONSWIJK ),Antwerpen,Anvers,JEZUITENCOLLEGE(STATIONSWIJK ),JEZUITENCOLLEGE(STATIONSWIJK ),C31-
11002,11002C41-,3031,1981-03-01,9999-12-31 00:00:00,13.7473256098,DAMBRUGGESTRAAT-N.(STATIONSW.),DAMBRUGGESTRAAT-N.(STATIONSW.),Antwerpen,Anvers,DAMBRUGGESTRAAT-N.(STATIONSW.),DAMBRUGGESTRAAT-N.(STATIONSW.),C41-
11002,11002C42-,3703,1981-03-01,9999-12-31 00:00:00,13.3170557408,DE ZAVEL (NOORDWIJK ),DE ZAVEL (NOORDWIJK ),Antwerpen,Anvers,DE ZAVEL (NOORDWIJK ),DE ZAVEL (NOORDWIJK ),C42-
11002,11002C43-,2284,1981-03-01,9999-12-31 00:00:00,13.0315316346,ST.-WILLEBRORDUS (NOORDWIJK ),ST.-WILLEBRORDUS (NOORDWIJK ),Antwerpen,Anvers,ST.-WILLEBRORDUS (NOORDWIJK ),ST.-WILLEBRORDUS (NOORDWIJK ),C43-
11002,11002C44-,1996,1981-03-01,9999-12-31 00:00:00,8.99462821655,POTGIETERSTRAAT (NOORDWIJK),POTGIETERSTRAAT (NOORDWIJK),Antwerpen,Anvers,POTGIETERSTRAAT (NOORDWIJK),POTGIETERSTRAAT (NOORDWIJK),C44-
11002,11002C45-,2716,1981-03-01,9999-12-31 00:00:00,19.4683335556,STUIVENBERG ZIEKENHUIS(NOORDW),STUIVENBERG ZIEKENHUIS(NOORDW),Antwerpen,Anvers,STUIVENBERG ZIEKENHUIS(NOORDW),STUIVENBERG ZIEKENHUIS(NOORDW),C45-
11002,11002C491,0,1981-03-01,9999-12-31 00:00:00,10.9791264201,SCHIJNPOORT (DAM-SCHIJNPOORT ),SCHIJNPOORT (DAM-SCHIJNPOORT ),Antwerpen,Anvers,SCHIJNPOORT (DAM-SCHIJNPOORT ),SCHIJNPOORT (DAM-SCHIJNPOORT ),C491
11002,11002D30-,4553,1981-03-01,9999-12-31 00:00:00,18.2493634034,CHARLOTTALEI (OOSTWIJK),CHARLOTTALEI (OOSTWIJK),Antwerpen,Anvers,CHARLOTTALEI (OOSTWIJK),CHARLOTTALEI (OOSTWIJK),D30-
11002,11002D31-,3350,1981-03-01,9999-12-31 00:00:00,16.4629271798,ASTRID BAD (OOSTWIJK),ASTRID BAD (OOSTWIJK),Antwerpen,Anvers,ASTRID BAD (OOSTWIJK),ASTRID BAD (OOSTWIJK),D31-
11002,11002D32-,4371,1981-03-01,9999-12-31 00:00:00,25.2990395471,ST.-VINCENTIUS (OOSTWIJK),ST.-VINCENTIUS (OOSTWIJK),Antwerpen,Anvers,ST.-VINCENTIUS (OOSTWIJK),ST.-VINCENTIUS (OOSTWIJK),D32-
11002,11002D33-,3504,1981-03-01,9999-12-31 00:00:00,14.3096054809,STADSPARK-ZUID (OOSTWIJK),STADSPARK-ZUID (OOSTWIJK),Antwerpen,Anvers,STADSPARK-ZUID (OOSTWIJK),STADSPARK-ZUID (OOSTWIJK),D33-
11002,11002D34-,5734,1981-03-01,9999-12-31 00:00:00,33.5941216372,DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK),DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK),Antwerpen,Anvers,DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK),DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK),D34-
11002,11002D35-,1684,1981-03-01,9999-12-31 00:00:00,11.0503847201,VAN DIEPENBEECKSTR. (OOSTWIJK),VAN DIEPENBEECKSTR. (OOSTWIJK),Antwerpen,Anvers,VAN DIEPENBEECKSTR. (OOSTWIJK),VAN DIEPENBEECKSTR. (OOSTWIJK),D35-
11002,11002D38-,7,1981-03-01,9999-12-31 00:00:00,10.8297494962,GAS (OOSTWIJK),GAS (OOSTWIJK),Antwerpen,Anvers,GAS (OOSTWIJK),GAS (OOSTWIJK),D38-
11002,11002D41-,3555,1981-03-01,9999-12-31 00:00:00,32.6066901484,STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK),STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK),Antwerpen,Anvers,STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK),STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK),D41-
11002,11002D42-,2662,1981-03-01,9999-12-31 00:00:00,17.7412578353,LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK),LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK),Antwerpen,Anvers,LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK),LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK),D42-
11002,11002E122,1182,1981-03-01,9999-12-31 00:00:00,9.21138148828,WAALSE KAAI (ZUIDWIJK),WAALSE KAAI (ZUIDWIJK),Antwerpen,Anvers,WAALSE KAAI (ZUIDWIJK),WAALSE KAAI (ZUIDWIJK),E122
11002,11002E131,1623,1981-03-01,9999-12-31 00:00:00,10.8942863203,VLAAMSE KAAI (ZUIDWIJK),VLAAMSE KAAI (ZUIDWIJK),Antwerpen,Anvers,VLAAMSE KAAI (ZUIDWIJK),VLAAMSE KAAI (ZUIDWIJK),E131
11002,11002E14-,5948,1981-03-01,9999-12-31 00:00:00,41.486238263,MUSEUMWIJK (ZUIDWIJK),MUSEUMWIJK (ZUIDWIJK),Antwerpen,Anvers,MUSEUMWIJK (ZUIDWIJK),MUSEUMWIJK (ZUIDWIJK),E14-
11002,11002E15-,1463,1981-03-01,9999-12-31 00:00:00,11.3196225051,GERECHTSHOF (ZUIDWIJK),GERECHTSHOF (ZUIDWIJK),Antwerpen,Anvers,GERECHTSHOF (ZUIDWIJK),GERECHTSHOF (ZUIDWIJK),E15-
11002,11002E19-,0,1981-03-01,9999-12-31 00:00:00,8.37887059285,OUDE SCHIPPERSDOKKEN(ZUIDWIJK),OUDE SCHIPPERSDOKKEN(ZUIDWIJK),Antwerpen,Anvers,OUDE SCHIPPERSDOKKEN(ZUIDWIJK),OUDE SCHIPPERSDOKKEN(ZUIDWIJK),E19-
11002,11002E50-,5864,1981-03-01,9999-12-31 00:00:00,39.489812974,BELL (ZUIDWIJK),BELL (ZUIDWIJK),Antwerpen,Anvers,BELL (ZUIDWIJK),BELL (ZUIDWIJK),E50-
11002,11002E521,3206,1981-03-01,9999-12-31 00:00:00,19.6949025071,LANGE ELZENSTRAAT (ZUIDWIJK),LANGE ELZENSTRAAT (ZUIDWIJK),Antwerpen,Anvers,LANGE ELZENSTRAAT (ZUIDWIJK),LANGE ELZENSTRAAT (ZUIDWIJK),E521
11002,11002E53-,2494,1981-03-01,9999-12-31 00:00:00,18.7977124295,TROONPLAATS (ZUIDWIJK),TROONPLAATS (ZUIDWIJK),Antwerpen,Anvers,TROONPLAATS (ZUIDWIJK),TROONPLAATS (ZUIDWIJK),E53-
11002,11002E551,2265,1981-03-01,9999-12-31 00:00:00,17.3556354529,GERECHTSHOF (ZUIDWIJK),GERECHTSHOF (ZUIDWIJK),Antwerpen,Anvers,GERECHTSHOF (ZUIDWIJK),GERECHTSHOF (ZUIDWIJK),E551
11002,11002E5MJ,1333,2001-10-01,9999-12-31 00:00:00,100.572352031,SPAGHETTIKNOOP (KIEL),SPAGHETTIKNOOP (KIEL),Antwerpen,Anvers,SPAGHETTIKNOOP (KIEL),SPAGHETTIKNOOP (KIEL),E5MJ
11002,11002F11-,3461,1981-03-01,9999-12-31 00:00:00,23.7756092132,ST.-CATHARINA (KIEL),ST.-CATHARINA (KIEL),Antwerpen,Anvers,ST.-CATHARINA (KIEL),ST.-CATHARINA (KIEL),F11-
11002,11002F12-,2856,1981-03-01,9999-12-31 00:00:00,13.9251633361,MAURITS SABBELAAN (KIEL),MAURITS SABBELAAN (KIEL),Antwerpen,Anvers,MAURITS SABBELAAN (KIEL),MAURITS SABBELAAN (KIEL),F12-
11002,11002F21-,4217,1981-03-01,9999-12-31 00:00:00,40.7968460509,KOLONIELAAN (CAM. HUYSMANSL.),KOLONIELAAN (CAM. HUYSMANSL.),Antwerpen,Anvers,KOLONIELAAN (CAM. HUYSMANSL.),KOLONIELAAN (CAM. HUYSMANSL.),F21-
11002,11002F223,857,1981-03-01,9999-12-31 00:00:00,4.66727311381,VOLHARDINGSSTRAAT (KIEL),VOLHARDINGSSTRAAT (KIEL),Antwerpen,Anvers,VOLHARDINGSSTRAAT (KIEL),VOLHARDINGSSTRAAT (KIEL),F223
11002,11002F60-,1983,1981-03-01,9999-12-31 00:00:00,16.984575531,KIEL - CENTRUM (KIEL),KIEL - CENTRUM (KIEL),Antwerpen,Anvers,KIEL - CENTRUM (KIEL),KIEL - CENTRUM (KIEL),F60-
11002,11002F61-,4793,1981-03-01,9999-12-31 00:00:00,20.9553416484,BOOMSE STWG-BEERSCHOT (KIEL),BOOMSE STWG-BEERSCHOT (KIEL),Antwerpen,Anvers,BOOMSE STWG-BEERSCHOT (KIEL),BOOMSE STWG-BEERSCHOT (KIEL),F61-
11002,11002F62-,2434,1981-03-01,9999-12-31 00:00:00,23.1695306018,BEERSCHOT - STADION (KIEL),BEERSCHOT - STADION (KIEL),Antwerpen,Anvers,BEERSCHOT - STADION (KIEL),BEERSCHOT - STADION (KIEL),F62-
11002,11002F64-,2333,1981-03-01,9999-12-31 00:00:00,16.887328021,JAN DE VOSLEI (KIEL),JAN DE VOSLEI (KIEL),Antwerpen,Anvers,JAN DE VOSLEI (KIEL),JAN DE VOSLEI (KIEL),F64-
11002,11002F65-,2246,1981-03-01,9999-12-31 00:00:00,18.6977356403,PIUS X (KIEL),PIUS X (KIEL),Antwerpen,Anvers,PIUS X (KIEL),PIUS X (KIEL),F65-
11002,11002F6MJ,0,2001-10-01,9999-12-31 00:00:00,156.427109936,PETROLEUM - SCHELDEKADEN-Z.,PETROLEUM - SCHELDEKADEN-Z.,Antwerpen,Anvers,PETROLEUM - SCHELDEKADEN-Z.,PETROLEUM - SCHELDEKADEN-Z.,F6MJ
11002,11002F6NJ,7,2001-10-01,9999-12-31 00:00:00,144.157697844,KIELSE POLDER (KIEL),KIELSE POLDER (KIEL),Antwerpen,Anvers,KIELSE POLDER (KIEL),KIELSE POLDER (KIEL),F6NJ
11002,11002G51-,2833,1981-03-01,9999-12-31 00:00:00,26.427145694,ST.-LAURENTIUS (ZUIDWIJK),ST.-LAURENTIUS (ZUIDWIJK),Antwerpen,Anvers,ST.-LAURENTIUS (ZUIDWIJK),ST.-LAURENTIUS (ZUIDWIJK),G51-
11002,11002G522,1032,1981-03-01,9999-12-31 00:00:00,18.0597354276,FRANSEN PLAATS (ZUIDWIJK),FRANSEN PLAATS (ZUIDWIJK),Antwerpen,Anvers,FRANSEN PLAATS (ZUIDWIJK),FRANSEN PLAATS (ZUIDWIJK),G522
11002,11002G53-,3553,1981-03-01,9999-12-31 00:00:00,30.6827107156,HARMONIE (ZUIDWIJK),HARMONIE (ZUIDWIJK),Antwerpen,Anvers,HARMONIE (ZUIDWIJK),HARMONIE (ZUIDWIJK),G53-
11002,11002G54-,2642,1981-03-01,9999-12-31 00:00:00,31.9127153649,KAREL OOMSTRAAT,KAREL OOMSTRAAT,Antwerpen,Anvers,KAREL OOMSTRAAT,KAREL OOMSTRAAT,G54-
11002,11002G552,456,1981-03-01,9999-12-31 00:00:00,1.74590276385,C. TEICHMANN PLAATS (ZUIDWIJK),C. TEICHMANN PLAATS (ZUIDWIJK),Antwerpen,Anvers,C. TEICHMANN PLAATS (ZUIDWIJK),C. TEICHMANN PLAATS (ZUIDWIJK),G552
11002,11002G59-,74,1981-03-01,9999-12-31 00:00:00,8.86608816452,ALBERTPARK (OOSTWIJK),ALBERTPARK (OOSTWIJK),Antwerpen,Anvers,ALBERTPARK (OOSTWIJK),ALBERTPARK (OOSTWIJK),G59-
11002,11002G72-,963,1981-03-01,9999-12-31 00:00:00,7.41387097188,WILRIJKSPL.-W. (WILRIJKSPLEIN),WILRIJKSPL.-W. (WILRIJKSPLEIN),Antwerpen,Anvers,WILRIJKSPL.-W. (WILRIJKSPLEIN),WILRIJKSPL.-W. (WILRIJKSPLEIN),G72-
11002,11002G73-,654,1981-03-01,9999-12-31 00:00:00,4.9660318302,BLOKKEN-KRUISHOFSTR. (WILR.PL),BLOKKEN-KRUISHOFSTR. (WILR.PL),Antwerpen,Anvers,BLOKKEN-KRUISHOFSTR. (WILR.PL),BLOKKEN-KRUISHOFSTR. (WILR.PL),G73-
11002,11002G74-,640,1981-03-01,9999-12-31 00:00:00,39.5296436625,DEN BRANDT (WILRIJKSPLEIN),DEN BRANDT (WILRIJKSPLEIN),Antwerpen,Anvers,DEN BRANDT (WILRIJKSPLEIN),DEN BRANDT (WILRIJKSPLEIN),G74-
11002,11002G75-,136,1981-03-01,9999-12-31 00:00:00,7.12238181225,OOSTERVELD (WILRIJKSPEIN),OOSTERVELD (WILRIJKSPEIN),Antwerpen,Anvers,OOSTERVELD (WILRIJKSPEIN),OOSTERVELD (WILRIJKSPEIN),G75-
11002,11002G780,181,1981-03-01,9999-12-31 00:00:00,232.783834552,NACHTEGALENPARK(WILRIJKSPLEIN),NACHTEGALENPARK(WILRIJKSPLEIN),Antwerpen,Anvers,NACHTEGALENPARK(WILRIJKSPLEIN),NACHTEGALENPARK(WILRIJKSPLEIN),G780
11002,11002H40-,3682,1981-03-01,9999-12-31 00:00:00,14.7426126688,ST.-AMANDUS (NOORDWIJK),ST.-AMANDUS (NOORDWIJK),Antwerpen,Anvers,ST.-AMANDUS (NOORDWIJK),ST.-AMANDUS (NOORDWIJK),H40-
11002,11002H41-,4345,1981-03-01,9999-12-31 00:00:00,18.7114521259,STUIVENBERG-WEST,STUIVENBERG-WEST,Antwerpen,Anvers,STUIVENBERG-WEST,STUIVENBERG-WEST,H41-
11002,11002H43-,3907,1981-03-01,9999-12-31 00:00:00,21.5322615779,ST.-JANSPLEIN-TRAPSTR.(N.WIJK),ST.-JANSPLEIN-TRAPSTR.(N.WIJK),Antwerpen,Anvers,ST.-JANSPLEIN-TRAPSTR.(N.WIJK),ST.-JANSPLEIN-TRAPSTR.(N.WIJK),H43-
11002,11002H44-,2983,1981-03-01,9999-12-31 00:00:00,13.9003303616,STUIVENBERGPLEIN (NOORDWIJK),STUIVENBERGPLEIN (NOORDWIJK),Antwerpen,Anvers,STUIVENBERGPLEIN (NOORDWIJK),STUIVENBERGPLEIN (NOORDWIJK),H44-
11002,11002H4MJ,0,2001-10-01,9999-12-31 00:00:00,20.0182255346,STATION STUIVENBERG,STATION STUIVENBERG,Antwerpen,Anvers,STATION STUIVENBERG,STATION STUIVENBERG,H4MJ
